"StimulusNo","ImageCode","Description","Valence","Arousal","Dominance1","Cluster","MembershipUncertainty","Under75thQuantile"
51,"9500.0","Porpoises",2.42,5.82,3.42,3,0.310114665,TRUE
52,"9295.0","Garbage",2.39,5.11,3.74,3,0.317974389,TRUE
53,"9185.0","DeadDog",1.97,5.65,3.62,3,0.326299083,TRUE
54,"6243.0","AimedGun",2.33,5.99,3.23,3,0.331929419,FALSE
55,"9400.0","Soldier",2.5,5.99,3.78,3,0.335413046,FALSE
56,"9904.0","CarAccident",2.39,6.08,3.4,3,0.338493394,FALSE
57,"6838.0","Police",2.45,5.8,3.79,3,0.340064175,FALSE
58,"9163.0","Soldiers",2.1,6.53,3.04,3,0.363947627,FALSE
59,"6560.0","Attack",2.16,6.53,3.11,3,0.3683177,FALSE
60,"9184.0","InjuredDog",2.47,5.75,3.86,3,0.378061661,FALSE
61,"9432.0","Mastectomy",2.56,4.92,3.83,3,0.387364659,FALSE
62,"3550.0","Injury",2.54,5.92,3.64,3,0.389761316,FALSE
63,"9322.0","Vomit",2.24,5.73,3.87,3,0.395920654,FALSE
64,"9927.0","Flood",2.71,5.29,3.6,3,0.427846739,FALSE
65,"6821.0","Gang",2.38,6.29,3.29,3,0.440651181,FALSE
66,"9302.0","Toilet",2.32,5.58,3.9,3,0.446040252,FALSE
67,"3051.0","Mutilation",2.3,5.62,3.92,3,0.458651054,FALSE
68,"6242.0","Gang",2.69,5.43,3.49,3,0.464693208,FALSE
69,"6530.0","Attack",2.76,6.18,4.01,3,0.465829671,FALSE
70,"9326.0","Vomit",2.21,5.89,4.05,3,0.495433228,FALSE
71,"6570.1","Suicide",2.54,6.12,3.46,3,0.499523884,FALSE
1,"7010.0","Basket",4.94,1.76,6.7,4,0.008850402,TRUE
2,"7004.0","Spoon",5.04,2,6.74,4,0.009448474,TRUE
3,"7080.0","Fork",5.27,2.32,7.04,4,0.012002436,TRUE
4,"7031.0","Shoes",4.52,2.03,6.14,4,0.013146734,TRUE
5,"7217.0","ClothesRack",4.82,2.43,6.25,4,0.015045519,TRUE
6,"7175.0","Lamp",4.87,1.72,6.47,4,0.015718893,TRUE
7,"7110.0","Hammer",4.55,2.27,6.07,4,0.016139975,TRUE
8,"7950.0","Tissue",4.94,2.28,6.3,4,0.017274393,TRUE
9,"7090.0","Book",5.19,2.61,6.65,4,0.017283909,TRUE
10,"7035.0","Mug",4.98,2.66,6.39,4,0.017831097,TRUE
11,"7006.0","Bowl",4.88,2.33,6.18,4,0.019012979,TRUE
12,"5510.0","Mushroom",5.15,2.82,6.68,4,0.021727461,TRUE
13,"7705.0","Cabinet",4.77,2.65,6.39,4,0.024312502,TRUE
14,"7185.0","AbstractArt",4.97,2.64,6.13,4,0.024459873,TRUE
15,"7235.0","Chair",4.96,2.83,6.53,4,0.026016116,TRUE
16,"5130.0","Rocks",4.45,2.51,5.84,4,0.027960194,TRUE
17,"7233.0","Plate",5.09,2.77,6.23,4,0.028102958,TRUE
18,"7491.0","Building",4.82,2.39,5.93,4,0.029920612,TRUE
19,"7000.0","RollingPin",5,2.42,6.14,4,0.030622358,TRUE
20,"7025.0","Stool",4.63,2.71,6.1,4,0.030888533,TRUE
21,"2190.0","Man",4.83,2.41,5.92,4,0.031206898,TRUE
22,"2411.0","Girl",5.07,2.86,6.15,4,0.031324572,TRUE
23,"2890.0","Twins",4.95,2.95,5.99,4,0.032420648,TRUE
24,"7060.0","TrashCan",4.43,2.55,5.85,4,0.032561141,TRUE
25,"7012.0","Rubberbands",4.98,3,6.06,4,0.032703311,TRUE
26,"7009.0","Mug",4.93,3.01,6.33,4,0.034453437,TRUE
27,"2570.0","Man",4.78,2.76,5.72,4,0.034808634,TRUE
28,"2440.0","NeutGirl",4.49,2.63,5.97,4,0.036238652,TRUE
29,"7003.0","Disk",5,3.07,6.02,4,0.037140054,TRUE
30,"7020.0","Fan",4.97,2.17,6.16,4,0.03730284,TRUE
31,"7030.0","Iron",4.69,2.99,5.73,4,0.040477181,TRUE
32,"7050.0","HairDryer",4.93,2.75,5.82,4,0.042273915,TRUE
33,"7002.0","Towel",4.97,3.16,6.25,4,0.042539004,TRUE
34,"5534.0","Mushrooms",4.84,3.14,5.83,4,0.043319719,TRUE
35,"5520.0","Mushroom",5.33,2.95,6.43,4,0.045213537,TRUE
36,"5740.0","Plant",5.21,2.59,6.27,4,0.045390845,TRUE
37,"7034.0","Hammer",4.95,3.06,6.48,4,0.045655566,TRUE
38,"2381.0","Girl",5.25,3.04,6.28,4,0.046165738,TRUE
39,"7032.0","Shoes",4.82,3.18,5.9,4,0.047751403,TRUE
40,"7014.0","Scissors",5.15,3.25,6.21,4,0.048912648,TRUE
41,"7150.0","Umbrella",4.72,2.61,5.55,4,0.049213587,TRUE
42,"7040.0","DustPan",4.69,2.69,5.46,4,0.05248799,TRUE
43,"7160.0","Fabric",5.02,3.07,5.8,4,0.052682763,TRUE
44,"2002.0","Man",4.95,3.35,5.89,4,0.057468026,TRUE
45,"5530.0","Mushroom",5.38,2.87,6.42,4,0.057758337,TRUE
46,"7255.0","Cracker",5.07,3.36,5.92,4,0.060585468,TRUE
47,"9700.0","Trash",4.77,3.21,5.47,4,0.061725983,TRUE
48,"2880.0","Shadow",5.18,2.96,6.01,4,0.062044169,TRUE
49,"7019.0","Tools",5.2,3.36,6.19,4,0.062858766,TRUE
50,"2200.0","NeutFace",4.79,3.18,5.44,4,0.063036654,TRUE
51,"7187.0","AbstractArt",5.07,2.3,6.1,4,0.064265332,TRUE
52,"5500.0","Mushroom",5.42,3,6.45,4,0.064943909,TRUE
53,"7170.0","LightBulb",5.14,3.21,5.89,4,0.065886379,TRUE
54,"7045.0","Zipper",4.97,3.32,6.28,4,0.06669553,TRUE
55,"2214.0","NeutMan",5.01,3.46,5.98,4,0.069724741,TRUE
56,"7017.0","Video",5.18,3.12,5.93,4,0.070596476,TRUE
57,"2870.0","Teenager",5.31,3.01,6.17,4,0.074573231,TRUE
58,"2516.0","ElderlyWoman",4.9,3.5,5.54,4,0.083554984,TRUE
59,"7016.0","Razor",4.76,3.4,5.74,4,0.084649188,TRUE
60,"5533.0","Mushrooms",5.31,3.12,6.09,4,0.08756537,TRUE
61,"7207.0","Beads",5.15,3.57,6,4,0.088712254,TRUE
62,"7180.0","NeonBuilding",4.73,3.43,5.61,4,0.092602096,TRUE
63,"2514.0","Woman",5.19,3.5,5.85,4,0.094065433,TRUE
64,"9070.0","Boy",5.01,3.63,5.67,4,0.095819366,TRUE
65,"2383.0","Secretary",4.72,3.41,5.75,4,0.100191421,TRUE
66,"7062.0","Sewing",5.27,3.4,5.91,4,0.106009206,TRUE
67,"2850.0","Tourist",5.22,3,5.87,4,0.107415035,TRUE
68,"6150.0","Outlet",5.08,3.22,5.54,4,0.109172681,TRUE
69,"2385.0","Girl",5.2,3.64,5.86,4,0.111142448,TRUE
70,"2480.0","ElderlyMan",4.77,2.66,5.33,4,0.112492643,TRUE
71,"5531.0","Mushroom",5.15,3.69,6,4,0.112928617,TRUE
72,"2377.0","Reading",5.19,3.5,5.68,4,0.117168969,TRUE
73,"7100.0","FireHydrant",5.24,2.89,5.92,4,0.117868204,TRUE
74,"2495.0","Man",5.22,3.19,5.77,4,0.118781053,TRUE
75,"7184.0","AbstractArt",4.84,3.66,5.46,4,0.120432578,TRUE
76,"7700.0","Office",4.25,2.95,5.13,4,0.120958627,TRUE
77,"2215.0","NeutMan",4.63,3.38,5.68,4,0.122281002,TRUE
78,"2221.0","Judge",4.39,3.07,4.97,4,0.122352188,TRUE
79,"7287.0","Tomato",4.77,3.57,5.68,4,0.122983467,TRUE
80,"2210.0","NeutFace",4.54,3.32,5.13,4,0.127835768,TRUE
81,"2484.0","Amerindian",5,3.75,5.45,4,0.128073173,TRUE
82,"7130.0","Truck",4.77,3.35,5.08,4,0.130668702,TRUE
83,"2026.0","Woman",4.82,3.4,5.09,4,0.140113604,TRUE
84,"5532.0","Mushrooms",5.19,3.79,6.01,4,0.144400649,TRUE
85,"9360.0","EmptyPool",4.03,2.63,5.34,4,0.147352538,TRUE
86,"2830.0","Woman",4.73,3.64,5.33,4,0.148483434,TRUE
87,"2749.0","Smoking",5.04,3.76,5.35,4,0.148499391,TRUE
88,"5120.0","PineNeedles",4.39,3.07,5.69,4,0.155067623,TRUE
89,"7026.0","PicnicTable",5.38,2.63,6.19,4,0.165460169,TRUE
90,"9260.0","Hands",4.63,3.45,4.98,4,0.171522964,TRUE
91,"7001.0","Buttons",5.32,3.2,5.82,4,0.172941304,TRUE
92,"7205.0","Scarves",5.56,2.93,6.39,4,0.173528799,TRUE
93,"2840.0","Chess",4.91,2.43,5.56,4,0.176848159,TRUE
94,"8312.0","Golf",5.37,3.32,5.88,4,0.177717624,TRUE
95,"2702.0","BingeEating",5.21,3.92,5.7,4,0.17817781,TRUE
96,"5731.0","Flowers",5.39,2.74,6.13,4,0.181986523,TRUE
97,"7710.0","Bed",5.42,3.44,5.96,4,0.186108945,TRUE
98,"7224.0","FileCabinets",4.45,2.81,6.26,4,0.186127072,TRUE
99,"2308.0","GirlMakeup",5.22,3.82,5.5,4,0.186577362,TRUE
100,"1616.0","Bird",5.21,3.95,5.67,4,0.187330342,TRUE
101,"2390.0","Couple",5.4,3.57,5.89,4,0.194116455,TRUE
102,"7061.0","Puzzle",5.4,3.66,5.92,4,0.194325563,TRUE
103,"6570.2","BlowDry",4.86,3.85,5.66,4,0.194335934,TRUE
104,"4571.0","AttractiveMan",5.49,3.54,6.13,4,0.19929769,TRUE
105,"7182.0","Checkerboard",5.16,4.02,5.51,4,0.201770807,TRUE
106,"2101.0","Man",4.49,3.46,5.25,4,0.202587471,TRUE
107,"7512.0","Chess",5.38,3.72,5.84,4,0.204629065,TRUE
108,"2720.0","Urinating",5.43,3.43,5.92,4,0.211121735,TRUE
109,"2279.0","Braces",4.71,3.74,5.55,4,0.219889136,TRUE
110,"2487.0","Musician",5.2,4.05,5.81,4,0.232683627,TRUE
111,"5040.0","Venusflytrap",5.39,3.75,5.77,4,0.232862319,TRUE
112,"7354.0","Garlic",5.51,3.73,6.27,4,0.234245162,TRUE
113,"7590.0","Traffic",4.75,3.8,5.05,4,0.241998055,TRUE
114,"4000.0","Artist",4.82,3.97,5.35,4,0.250379826,TRUE
115,"7081.0","Luggage",5.36,3.96,5.76,4,0.253519409,FALSE
116,"5390.0","Boat",5.59,2.88,6.33,4,0.268367083,FALSE
117,"2211.0","Man",5.19,4.05,5.25,4,0.269105274,FALSE
118,"7237.0","AbstractArt",5.43,3.88,5.84,4,0.27475933,FALSE
119,"7513.0","Crochet",5.45,3.47,5.82,4,0.280392388,FALSE
120,"7830.0","Agate",5.26,4.08,5.36,4,0.281053682,FALSE
121,"7283.0","Fruit",5.5,3.81,6.05,4,0.281953074,FALSE
122,"7365.0","Meat",5.2,4.13,5.83,4,0.283844258,FALSE
123,"7018.0","Screw",4.81,3.91,5.71,4,0.287849053,FALSE
124,"7234.0","IroningBoard",4.23,2.96,5.73,4,0.307058152,FALSE
125,"2107.0","Male",5.53,3.72,5.92,4,0.333735279,FALSE
126,"7550.0","Office",5.27,3.95,5.22,4,0.335371559,FALSE
127,"7186.0","AbstractArt",4.63,3.6,5.88,4,0.341959995,FALSE
128,"9210.0","Rain",4.53,3.08,4.55,4,0.343202083,FALSE
129,"1122.0","Lizard",5.15,4.32,5.55,4,0.345409485,FALSE
130,"7300.0","Peanuts",5.64,3.25,6.2,4,0.366099577,FALSE
131,"7595.0","Traffic",4.55,3.77,5.28,4,0.372101993,FALSE
132,"2690.0","Terrorist",4.78,4.02,4.91,4,0.394452208,FALSE
133,"1350.0","Pig",5.25,4.37,5.6,4,0.397807426,FALSE
134,"2372.0","Woman",5.48,4.09,5.72,4,0.407018604,FALSE
135,"4274.0","AttractiveFem",5.42,4.18,5.47,4,0.414202374,FALSE
136,"5395.0","Boat",5.34,4.23,5.23,4,0.41780329,FALSE
137,"7096.0","Car",5.54,3.98,5.81,4,0.429451522,FALSE
138,"7285.0","Tomatoes",5.67,3.83,6.29,4,0.430578095,FALSE
139,"5535.0","Stilllife",4.81,4.11,5.61,4,0.431184735,FALSE
140,"2032.0","Makeup",5.58,4,6.14,4,0.433991823,FALSE
141,"7011.0","GasCan",4.52,3.81,4.99,4,0.434475937,FALSE
142,"7033.0","Train",5.4,3.99,5.32,4,0.436027373,FALSE
143,"7820.0","Agate",5.39,4.21,5.3,4,0.439506463,FALSE
144,"2575.0","Propeller",5.46,4.16,6.11,4,0.45369198,FALSE
145,"4573.0","AttractiveMale",5.49,3.96,5.54,4,0.456100952,FALSE
146,"7211.0","Clock",4.81,4.2,4.99,4,0.458154929,FALSE
147,"2309.0","GirlCow",4.89,4.33,5.39,4,0.467166493,FALSE
148,"4605.0","Couple",5.59,3.84,5.83,4,0.474813621,FALSE
149,"2485.0","Man",5.69,3.74,6.12,4,0.49230731,FALSE
150,"7021.0","Whistle",5.21,4.17,6.22,4,0.50896079,FALSE
151,"4004.0","EroticFemale",5.14,4.44,5.75,4,0.544323125,FALSE
152,"2122.0","TongueOut",5.15,4.59,5.49,4,0.553508061,FALSE
1,"4232.0","EroticFemale",5.95,6.28,5.69,5,0.00011441,TRUE
2,"7240.0","Gym",6.02,5.51,6.37,5,0.000248908,TRUE
3,"4300.0","EroticFemale",5.7,5.99,5.55,5,0.000606442,TRUE
4,"4672.0","EroticCouple",6,6.29,5.38,5,0.000767947,TRUE
5,"4693.0","EroticCouple",6.16,6.57,5.46,5,0.000938276,TRUE
6,"4651.0","EroticCouple",6.32,6.34,5.8,5,0.001126242,TRUE
7,"4683.0","EroticCouple",6.17,6.62,5.39,5,0.001337013,TRUE
8,"4669.0","EroticCouple",5.97,6.11,5.34,5,0.001367096,TRUE
9,"4692.0","EroticCouple",5.87,6.39,5.15,5,0.001390269,TRUE
10,"8117.0","Hockey",6.02,5.3,6.07,5,0.001851148,TRUE
11,"4800.0","EroticCouple",6.44,7.07,5.51,5,0.002318753,TRUE
12,"4666.0","EroticCouple",6.24,6.1,5.55,5,0.002512845,TRUE
13,"4310.0","EroticFemale",6.04,5.42,5.77,5,0.002519993,TRUE
14,"4505.0","AttractiveMale",6.21,5.52,5.76,5,0.002530742,TRUE
15,"4664.0","EroticCouple",6.61,6.72,5.96,5,0.002859151,TRUE
16,"4698.0","EroticCouple",6.5,6.72,5.7,5,0.00293259,TRUE
17,"9156.0","Plane",6.43,5.79,6.04,5,0.002968012,TRUE
18,"7279.0","Alcohol",6.22,5.19,5.97,5,0.003002176,TRUE
19,"4604.0","EroticCouple",5.98,6.09,5.21,5,0.0034662,TRUE
20,"5622.0","Shark",6.33,5.34,5.94,5,0.003817661,TRUE
21,"4535.0","Weightlifter",6.27,4.95,6.2,5,0.003835107,TRUE
22,"4668.0","EroticCouple",6.67,7.13,5.73,5,0.003868514,TRUE
23,"4085.0","EroticFemale",5.71,5.77,5.43,5,0.004105536,TRUE
24,"7289.0","Food",6.32,5.14,6.02,5,0.004135842,TRUE
25,"4533.0","AttractiveMan",6.22,5.01,5.91,5,0.005032595,TRUE
26,"5628.0","Mountains",6.51,5.46,6.28,5,0.005597103,TRUE
27,"4658.0","EroticCouple",6.62,6.47,5.86,5,0.005624331,TRUE
28,"4697.0","EroticCouple",6.22,6.62,5.21,5,0.005655443,TRUE
29,"4007.0","AttractiveFem",6.26,5.63,5.57,5,0.005895486,TRUE
30,"4653.0","EroticCouple",6.56,5.83,6.07,5,0.006142509,TRUE
31,"4008.0","EroticFemale",5.91,5.66,5.34,5,0.00654752,TRUE
32,"4656.0","EroticCouple",6.73,6.41,6.1,5,0.007238519,TRUE
33,"8220.0","Runners",6.5,5.19,6.28,5,0.007330674,TRUE
34,"7477.0","Sushi",6.12,4.82,6.25,5,0.007471746,TRUE
35,"4652.0","EroticCouple",6.79,6.62,6.1,5,0.007501411,TRUE
36,"4611.0","EroticCouple",6.62,6.04,5.99,5,0.007727901,TRUE
37,"8060.0","Boxer",5.36,5.31,5.92,5,0.007753321,TRUE
38,"7440.0","Cookout",6.32,4.7,5.98,5,0.008659384,TRUE
39,"8118.0","Rugby",6.14,4.9,5.77,5,0.008841083,TRUE
40,"8250.0","Motorcyclist",6.19,5.04,5.63,5,0.009486356,TRUE
41,"7461.0","FrenchFries",5.8,5.2,5.88,5,0.009730296,TRUE
42,"8280.0","Diver",6.38,5.05,5.85,5,0.010080757,TRUE
43,"7281.0","Food",6.4,4.41,6.46,5,0.010611379,TRUE
44,"8260.0","Motorcyclist",6.18,5.85,5.29,5,0.010741639,TRUE
45,"7650.0","City",6.62,6.15,5.79,5,0.011135755,TRUE
46,"5626.0","HangGlider",6.71,6.1,6,5,0.011725116,TRUE
47,"7475.0","Shrimp",6.33,4.17,6.34,5,0.012139363,TRUE
48,"7402.0","Pastry",5.98,5.05,5.75,5,0.012536915,TRUE
49,"4325.0","AttractiveFem",5.96,5.18,5.58,5,0.012664653,TRUE
50,"7450.0","Cheeseburger",6.4,5.05,5.81,5,0.012921381,TRUE
51,"7505.0","Cards",6.1,4.72,5.95,5,0.013146916,TRUE
52,"4606.0","Romance",6.55,5.11,6.09,5,0.014097422,TRUE
53,"7286.0","Pancakes",6.36,4.44,5.97,5,0.014189444,TRUE
54,"2374.0","Woman",6.29,3.86,6.21,5,0.014288896,TRUE
55,"6250.2","IceCream",6.32,5.13,5.63,5,0.014415188,TRUE
56,"4687.0","EroticCouple",6.87,6.51,6.04,5,0.014462735,TRUE
57,"8065.0","Kickboxing",5.25,5.71,5.52,5,0.014729955,TRUE
58,"4090.0","Bikini",6.17,5.39,5.37,5,0.015135225,TRUE
59,"2056.0","Diving",6.34,4.63,5.83,5,0.015158895,TRUE
60,"8161.0","HangGlider",6.71,6.09,5.89,5,0.015261084,TRUE
61,"8032.0","IceSkater",6.38,4.19,6.1,5,0.01552864,TRUE
62,"2389.0","Teens",6.61,5.63,5.9,5,0.015886995,TRUE
63,"4617.0","EroticFemale",6.6,5.19,6.13,5,0.016044352,TRUE
64,"1942.0","Turtles",6.26,4.01,5.95,5,0.016046232,TRUE
65,"4532.0","AttractiveMan",6.4,4.15,6.16,5,0.016073049,TRUE
66,"2010.0","Adult",6.25,3.32,6.24,5,0.016396764,TRUE
67,"4810.0","EroticCouple",6.56,6.66,5.41,5,0.016524836,TRUE
68,"8041.0","Diver",6.65,5.49,6.05,5,0.017001827,TRUE
69,"1850.0","Camels",6.15,4.06,5.94,5,0.018176883,TRUE
70,"8158.0","Hiker",6.53,6.49,5.41,5,0.018324315,TRUE
71,"8050.0","Rower",6.24,4.31,6.67,5,0.018693996,TRUE
72,"2620.0","Woman",5.93,2.72,6.11,5,0.019242574,TRUE
73,"2270.0","NeutChild",6.28,3.15,6.49,5,0.019291261,TRUE
74,"2392.0","ManW/Fish",6.15,3.85,6.03,5,0.019329421,TRUE
75,"4659.0","EroticCouple",6.87,6.93,5.67,5,0.019351295,TRUE
76,"4690.0","EroticCouple",6.83,6.06,6.12,5,0.019380823,TRUE
77,"5665.0","Building",6.15,4.02,5.78,5,0.019989924,TRUE
78,"4100.0","MaleDancers",6.11,4.39,5.93,5,0.019996415,TRUE
79,"7600.0","Dragon",5.9,5.5,5.22,5,0.020249502,TRUE
80,"7451.0","Hamburger",6.68,5.84,5.85,5,0.020430591,TRUE
81,"8031.0","Skier",6.76,5.58,6.36,5,0.02045284,TRUE
82,"7481.0","Food",6.53,4.92,5.97,5,0.020604963,TRUE
83,"2217.0","Class",6.24,4.08,5.8,5,0.020636022,TRUE
84,"5726.0","Grain",6.23,2.84,6.15,5,0.02076035,TRUE
85,"7507.0","Painting",6.25,3.54,5.98,5,0.020777275,TRUE
86,"2342.0","Children",6.2,4.06,5.76,5,0.021204407,TRUE
87,"7515.0","Crowd",6.19,5.48,5.3,5,0.021269112,TRUE
88,"1560.0","Hawk",5.97,5.51,5.18,5,0.021499495,TRUE
89,"2616.0","Dancer",5.97,4.96,5.58,5,0.021574302,TRUE
90,"1595.0","Pony",6.22,4.79,5.54,5,0.021606535,TRUE
91,"2092.0","Clowns",6.28,4.32,5.75,5,0.021912465,TRUE
92,"4681.0","EroticCouple",6.69,6.68,5.5,5,0.02208943,TRUE
93,"7238.0","AbstractArt",6.43,4.17,6.06,5,0.022188917,TRUE
94,"8116.0","Football",6.82,5.97,6.06,5,0.022574324,TRUE
95,"7352.0","Pizza",6.2,4.58,5.58,5,0.022626187,TRUE
96,"7320.0","Desserts",6.54,4.44,6.22,5,0.023204661,TRUE
97,"2630.0","Male",6.35,3.92,5.97,5,0.023646765,TRUE
98,"4609.0","Couple",6.71,5.54,6,5,0.024643895,TRUE
99,"2034.0","Cheerleaders",5.9,4.93,5.79,5,0.025773689,TRUE
100,"7284.0","Fruit",6.21,4.06,6.45,5,0.026783596,TRUE
101,"4670.0","EroticCouple",6.99,6.74,5.85,5,0.026845225,TRUE
102,"2560.0","Picnic",6.34,3.49,6.06,5,0.026981827,TRUE
103,"2019.0","AttractiveFem",6.07,4.31,5.89,5,0.02704366,TRUE
104,"5020.0","Flower",6.32,2.63,6.67,5,0.027378027,TRUE
105,"4071.0","AttractiveFem",5.97,5.14,5.31,5,0.027981253,TRUE
106,"5410.0","Violinist",6.11,3.29,6.28,5,0.028206745,TRUE
107,"8033.0","IceSkater",6.66,5.01,6.12,5,0.028352213,TRUE
108,"8001.0","Basketball",6.5,5.6,5.57,5,0.02847051,TRUE
109,"1670.0","Cow",6.315,3.19,6.08,5,0.029075506,TRUE
110,"7195.0","Teeth",6.02,4.54,5.78,5,0.029299344,TRUE
111,"2302.0","ChildCamera",6.43,3.64,6.18,5,0.029569136,TRUE
112,"2511.0","Woman",6.21,3.41,5.81,5,0.031560093,TRUE
113,"4608.0","EroticCouple",7.07,6.47,6.25,5,0.031696451,TRUE
114,"4607.0","EroticCouple",7.03,6.34,6.14,5,0.033838638,TRUE
115,"1450.0","Gannet",6.37,2.83,6.75,5,0.033973526,TRUE
116,"4001.0","EroticFemale",5.24,5.24,5.74,5,0.03416971,TRUE
117,"4320.0","EroticFemale",6.01,5.11,5.24,5,0.036549621,TRUE
118,"4619.0","Romance",6.46,5.09,5.62,5,0.036965313,TRUE
119,"8034.0","Skier",7.06,6.3,6.26,5,0.037423973,TRUE
120,"7496.0","Street",5.92,4.84,5.55,5,0.037700487,TRUE
121,"1602.0","Butterfly",6.5,3.43,6.41,5,0.039438205,TRUE
122,"8206.0","Surfers",6.43,6.41,5.19,5,0.039620543,TRUE
123,"5875.0","Bicyclist",6.03,3.29,6.19,5,0.041085204,TRUE
124,"2320.0","Girl",6.17,2.9,6.66,5,0.041526433,TRUE
125,"2240.0","NeutChild",6.53,3.75,6.23,5,0.042741454,TRUE
126,"2000.0","Adult",6.51,3.32,6.65,5,0.045293529,TRUE
127,"8021.0","Skier",6.79,5.67,5.85,5,0.045813084,TRUE
128,"7165.0","BathRoom",6.09,3.5,6.3,5,0.047739169,TRUE
129,"7282.0","Cake",6.72,4.77,6.16,5,0.047843447,TRUE
130,"4601.0","Romance",6.82,5.08,6.37,5,0.047930475,TRUE
131,"1121.0","Lizard",5.79,4.83,5.89,5,0.050558482,TRUE
132,"5849.0","Flowers",6.65,4.89,5.9,5,0.050825227,TRUE
133,"7489.0","Ferrry",6.54,4.49,5.85,5,0.051885306,TRUE
134,"5250.0","Nature",6.08,3.64,5.5,5,0.052670252,TRUE
135,"4575.0","AttractiveMale",6.49,4.82,5.66,5,0.053121076,TRUE
136,"8320.0","CarRacer",6.24,4.27,5.51,5,0.053759506,TRUE
137,"5593.0","Sky",6.47,3.98,5.89,5,0.054545321,TRUE
138,"2500.0","Man",6.16,3.61,5.57,5,0.054852949,TRUE
139,"7490.0","Window",5.52,2.42,5.81,5,0.056529746,TRUE
140,"4530.0","EroticMale",6.19,5.31,5.19,5,0.056803793,TRUE
141,"2580.0","Chess",5.71,2.79,5.88,5,0.05851313,TRUE
142,"4470.0","EroticMale",5.87,4.81,5.45,5,0.0586365,TRUE
143,"1659.0","Gorilla",6.57,4.89,5.71,5,0.062267503,TRUE
144,"2250.0","NeutBaby",6.64,4.19,6.85,5,0.063095157,TRUE
145,"5215.0","Harbor",6.83,5.4,5.92,5,0.064725614,TRUE
146,"8340.0","Plane",6.85,5.8,5.77,5,0.065365713,TRUE
147,"7499.0","Concert",6.47,5.58,5.37,5,0.066546393,TRUE
148,"2155.0","Pregnant",6.78,5.43,5.81,5,0.066602464,TRUE
149,"4536.0","AttractiveMan",6.01,3.95,6.09,5,0.067802511,TRUE
150,"7900.0","Violin",6.5,2.6,6.48,5,0.068222637,TRUE
151,"5629.0","Hiker",7.03,6.55,5.68,5,0.068235324,TRUE
152,"2791.0","Balloons",6.64,3.83,6.25,5,0.069673019,TRUE
153,"8311.0","Golfer",5.88,3.57,5.8,5,0.069812955,TRUE
154,"7501.0","City",6.85,5.63,5.82,5,0.069966635,TRUE
155,"5994.0","Skyline",6.8,4.61,6.56,5,0.070507069,TRUE
156,"2359.0","Mother/Child",5.87,3.94,5.49,5,0.072740061,TRUE
157,"2303.0","Children",6.83,5.53,5.81,5,0.074469882,TRUE
158,"7095.0","Headlight",5.99,4.21,6.17,5,0.075670988,TRUE
159,"4490.0","EroticMale",6.27,6.06,5.03,5,0.075821408,TRUE
160,"2344.0","Children",6.72,4.71,5.96,5,0.076060907,TRUE
161,"8465.0","Runner",5.96,3.93,5.97,5,0.078279612,TRUE
162,"7509.0","Paintbrush",6.03,3.43,6.31,5,0.080428192,TRUE
163,"4520.0","EroticMale",6.6,5.14,5.605,5,0.081378147,TRUE
164,"4130.0","EroticFemales",5.36,5.15,5.57,5,0.083422292,TRUE
165,"4003.0","EroticFemale",5.48,5.09,5.59,5,0.083686431,TRUE
166,"4689.0","EroticCouple",6.9,6.21,5.6,5,0.084553394,TRUE
167,"8208.0","Surfer",6.79,5.17,5.85,5,0.084978014,TRUE
168,"2352.0","Kiss",6.94,4.99,6.32,5,0.092135297,TRUE
169,"7140.0","Bus",5.5,2.92,5.45,5,0.095161288,TRUE
170,"2060.0","Baby",6.49,3.8,5.81,5,0.096111998,TRUE
171,"5750.0","Nature",6.6,3.14,6.82,5,0.097071569,TRUE
172,"4599.0","Romance",7.12,5.69,6.49,5,0.097442492,TRUE
173,"2515.0","Harvest",6.09,3.8,6.52,5,0.098264703,TRUE
174,"8600.0","Mascot",6.38,4.26,5.54,5,0.098826427,TRUE
175,"8500.0","Gold",6.96,5.6,5.87,5,0.101888625,TRUE
176,"8130.0","PoleVaulter",6.58,5.49,5.43,5,0.102194035,TRUE
177,"4613.0","Condom",5.34,4.66,6.16,5,0.102542551,TRUE
178,"8163.0","Parachute",7.14,6.53,5.69,5,0.102649616,TRUE
179,"8162.0","HotAirBalloon",6.97,4.98,6.37,5,0.103616079,TRUE
180,"4680.0","EroticCouple",7.25,6.02,6.27,5,0.103860849,TRUE
181,"7660.0","Crowd",6.61,5.59,5.42,5,0.109334232,TRUE
182,"7530.0","House",6.71,4,6.09,5,0.11000901,TRUE
183,"5030.0","Flower",6.51,2.74,7.03,5,0.111345485,TRUE
184,"4660.0","EroticCouple",7.4,6.58,5.96,5,0.113074393,TRUE
185,"2900.2","SmilingGirl",6.62,4.52,5.73,5,0.115939532,TRUE
186,"1605.0","Butterfly",6.59,3.43,6.02,5,0.119448218,TRUE
187,"7460.0","FrenchFries",6.81,5.12,5.78,5,0.121456659,TRUE
188,"5455.0","Cockpit",5.79,4.56,5.63,5,0.121986869,TRUE
189,"5623.0","Windsurfers",7.19,5.67,6.45,5,0.123968582,TRUE
190,"5900.0","Desert",5.93,4.38,5.16,5,0.12502639,TRUE
191,"1910.0","Grouper",6.71,3.29,6.44,5,0.126606747,TRUE
